energy_%,bpm,danceability_%,liveness_%,valence_%,speechiness_%,instrumentalness_%
0.797,139.994,0.704,0.0546,0.825,0.0475,0.000745
0.628,103.998,0.674,0.0944,0.552,0.03,0.0
0.862,95.051,0.712,0.093,0.809,0.0378,0.0
0.473,119.992,0.765,0.391,0.34,0.0514,0.0
0.465,89.087,0.449,0.303,0.543,0.0791,1.02e-06
0.798,116.032,0.796,0.0952,0.942,0.0317,4.19e-05
0.53,108.038,0.63,0.177,0.417,0.0434,0.0
0.55,101.19,0.551,0.202,0.342,0.0286,0.0
0.663,102.0,0.651,0.0994,0.465,0.0281,0.0
0.401,111.825,0.677,0.116,0.195,0.0308,0.0
0.699,114.481,0.85,0.32,0.915,0.0776,0.0
0.764,169.928,0.591,0.103,0.478,0.0483,0.0
0.45,178.765,0.597,0.382,0.537,0.0418,0.0
0.82,144.905,0.621,0.104,0.452,0.0367,0.0
0.174,112.672,0.681,0.0983,0.231,0.0315,3.35e-05
0.488,136.07,0.752,0.0936,0.533,0.0705,9.2e-06
0.738,119.976,0.721,0.118,0.637,0.0403,4.41e-06
0.902,100.012,0.673,0.0558,0.536,0.0346,0.000227
0.788,120.076,0.748,0.0863,0.884,0.0334,0.0
0.657,107.01,0.753,0.112,0.437,0.0449,0.0
0.342,102.819,0.516,0.21,0.0993,0.0425,0.0
0.794,114.066,0.601,0.418,0.244,0.0671,1.36e-06
0.673,203.812,0.492,0.137,0.488,0.0347,0.0
0.426,84.876,0.674,0.132,0.337,0.122,0.0
0.656,104.036,0.638,0.146,0.225,0.0357,0.0
0.825,94.931,0.56,0.161,0.268,0.0379,0.0
0.792,119.054,0.627,0.0845,0.415,0.031,3.97e-06
0.54,116.947,0.759,0.0945,0.75,0.0287,0.0
0.683,159.878,0.515,0.392,0.572,0.0371,2.64e-06
0.444,150.96,0.703,0.0973,0.712,0.0417,0.0
0.719,112.027,0.558,0.115,0.371,0.0267,0.0
0.495,129.062,0.864,0.0992,0.72,0.037,0.000133
0.706,92.513,0.482,0.105,0.144,0.0607,0.00106
0.495,103.375,0.694,0.0644,0.799,0.0329,0.00351
0.586,126.684,0.553,0.0813,0.443,0.0362,0.0
0.903,74.988,0.52,0.254,0.652,0.042,0.0
0.331,72.023,0.459,0.135,0.271,0.0421,0.00104
0.714,175.924,0.564,0.155,0.33,0.129,0.0
0.798,120.012,0.719,0.134,0.591,0.0361,2.34e-06
0.588,113.608,0.491,0.0906,0.193,0.0506,2.01e-06
0.71,89.929,0.5,0.329,0.419,0.0339,0.00025
0.445,50.827,0.286,0.114,0.278,0.0347,0.0
0.415,114.145,0.728,0.0616,0.455,0.0639,0.0
0.632,147.873,0.494,0.0869,0.0797,0.0342,0.0
0.473,75.801,0.464,0.109,0.604,0.129,0.0
0.72,79.983,0.508,0.0563,0.472,0.0628,0.0
0.638,184.086,0.378,0.0849,0.735,0.075,7.66e-05
0.549,90.04,0.644,0.134,0.167,0.0285,8.85e-06
0.725,123.28,0.49,0.0983,0.335,0.0392,2.68e-05
0.63,89.991,0.654,0.111,0.43,0.0259,0.0
0.316,118.582,0.398,0.295,0.174,0.0368,0.0
0.922,130.007,0.666,0.0867,0.758,0.0352,0.0
0.348,74.541,0.349,0.12,0.0886,0.0316,0.0
0.787,117.089,0.399,0.0685,0.572,0.0499,6.07e-05
0.465,113.81,0.6,0.149,0.0682,0.0314,1.48e-06
0.698,143.994,0.726,0.309,0.867,0.0431,0.0
0.587,186.003,0.679,0.137,0.486,0.276,6.35e-06
0.669,112.238,0.908,0.237,0.662,0.0738,0.0
0.652,95.977,0.825,0.0931,0.931,0.0802,0.0
0.939,129.024,0.671,0.298,0.53,0.161,0.0
0.902,84.412,0.573,0.0928,0.876,0.054,0.00125
0.824,100.024,0.778,0.405,0.758,0.0707,0.0
0.791,105.018,0.894,0.0388,0.583,0.112,0.0
0.866,128.038,0.578,0.257,0.619,0.0619,0.0
0.887,122.509,0.532,0.294,0.794,0.0335,0.000206
0.783,124.08,0.532,0.161,0.643,0.0523,0.0012
0.838,143.04,0.774,0.242,0.924,0.114,0.025
0.711,125.135,0.692,0.12,0.875,0.0317,0.0
0.837,120.028,0.755,0.289,0.714,0.142,0.0
0.76,99.947,0.655,0.299,0.409,0.045,0.0
0.87,100.804,0.543,0.792,0.754,0.0428,0.000939
0.823,128.035,0.646,0.322,0.418,0.0394,0.0
0.807,114.742,0.729,0.319,0.765,0.0936,0.75
0.963,129.992,0.581,0.139,0.788,0.0981,0.0
0.835,125.983,0.527,0.249,0.654,0.0433,0.0
0.861,119.963,0.663,0.082,0.654,0.109,0.0
0.699,92.96,0.759,0.443,0.907,0.0307,0.000131
0.806,94.948,0.843,0.0771,0.613,0.269,0.0
0.806,119.001,0.851,0.121,0.774,0.0787,1.72e-06
0.802,124.022,0.721,0.694,0.724,0.0583,0.0
0.856,127.949,0.596,0.141,0.743,0.0346,0.0178
0.824,118.818,0.709,0.0888,0.867,0.0453,0.000307
0.869,159.805,0.533,0.136,0.425,0.173,0.00538
0.844,113.324,0.788,0.0723,0.382,0.0334,0.000678
0.803,106.97,0.818,0.153,0.632,0.0797,0.0
0.799,120.372,0.71,0.349,0.725,0.0328,0.000602
0.834,139.13,0.509,0.0732,0.774,0.0386,0.0
0.795,89.99,0.646,0.267,0.796,0.0976,0.0
0.58,120.021,0.782,0.108,0.66,0.0407,2.28e-06
0.882,102.04,0.742,0.206,0.463,0.117,0.0
0.787,126.062,0.604,0.127,0.301,0.103,0.15
0.583,117.0,0.967,0.0519,0.964,0.0789,0.0
0.766,127.966,0.744,0.509,0.61,0.0265,0.0
0.567,125.02,0.845,0.0811,0.793,0.0956,0.00142
0.669,122.669,0.834,0.0535,0.547,0.0637,7.18e-05
0.864,110.009,0.768,0.162,0.891,0.0324,0.0
0.761,128.046,0.722,0.315,0.624,0.0475,0.0
0.834,95.053,0.751,0.355,0.894,0.0437,1.77e-05
0.501,144.438,0.5,0.26,0.623,0.0376,0.0
0.739,118.99,0.822,0.181,0.745,0.0311,4.28e-05
0.857,128.024,0.414,0.343,0.348,0.0808,0.00574
0.574,125.18,0.613,0.38,0.755,0.467,3.13e-05
0.491,119.528,0.749,0.159,0.536,0.0403,0.00899
0.84,129.042,0.612,0.116,0.438,0.0509,0.0
0.815,123.063,0.636,0.163,0.636,0.0581,0.0
0.714,100.972,0.892,0.0521,0.817,0.141,0.000234
0.814,124.921,0.707,0.168,0.717,0.0577,0.0
0.917,132.975,0.652,0.0509,0.459,0.0548,0.0
0.844,131.459,0.729,0.0604,0.777,0.0344,2.87e-06
0.563,126.007,0.766,0.115,0.964,0.0339,0.683
0.6,125.04,0.951,0.0712,0.822,0.0685,0.0
0.726,121.981,0.503,0.0895,0.529,0.167,7.98e-05
0.736,127.999,0.579,0.198,0.613,0.0527,0.0
0.777,130.003,0.73,0.0691,0.575,0.0496,0.000486
0.783,105.39,0.554,0.631,0.813,0.0457,1.54e-06
0.551,92.887,0.911,0.0863,0.969,0.045,4.35e-05
0.8,160.078,0.647,0.334,0.942,0.165,0.0
0.64,99.017,0.779,0.101,0.499,0.159,0.000766
0.808,126.041,0.72,0.0634,0.869,0.0379,0.0293
0.625,93.764,0.798,0.103,0.858,0.0548,7.98e-05
0.86,127.075,0.608,0.262,0.437,0.0554,0.0
0.811,116.047,0.794,0.101,0.862,0.038,1.07e-06
0.889,126.04,0.584,0.309,0.464,0.0343,0.828
0.654,117.046,0.92,0.036,0.847,0.0401,0.0153
0.758,135.956,0.673,0.341,0.542,0.158,0.0
0.716,94.379,0.535,0.659,0.901,0.0431,0.0
0.77,99.165,0.646,0.0715,0.681,0.226,0.0
0.927,123.962,0.631,0.148,0.465,0.0332,0.119
0.922,146.078,0.641,0.0862,0.847,0.0786,0.0
0.716,125.006,0.747,0.251,0.751,0.0751,0.0
0.646,88.634,0.867,0.279,0.67,0.288,0.0
0.87,109.901,0.597,0.0678,0.944,0.0371,0.166
0.869,127.966,0.616,0.064,0.473,0.0327,0.0
0.855,120.05,0.67,0.335,0.648,0.0499,0.0
0.748,137.547,0.749,0.469,0.827,0.0323,0.000443
0.738,117.656,0.731,0.214,0.958,0.0377,0.0
0.83,113.03,0.666,0.191,0.702,0.0751,0.0
0.756,131.715,0.802,0.0521,0.963,0.0349,0.00765
0.915,126.094,0.544,0.115,0.51,0.0841,0.000914
0.86,93.989,0.737,0.0574,0.656,0.0593,1.94e-06
0.851,126.885,0.722,0.108,0.452,0.0639,0.0
0.809,98.007,0.723,0.565,0.274,0.0625,0.00123
0.89,128.011,0.706,0.306,0.684,0.0688,0.00286
0.593,119.958,0.79,0.065,0.72,0.0776,0.00202
0.766,127.975,0.735,0.108,0.6,0.0383,0.00141
0.835,129.981,0.572,0.0702,0.795,0.0317,0.000377
0.872,126.05,0.56,0.371,0.682,0.14,6.98e-06
0.751,91.031,0.706,0.168,0.195,0.0708,0.0
0.702,129.948,0.686,0.204,0.29,0.0455,4.46e-05
0.861,128.99,0.704,0.0992,0.636,0.0493,0.0615
0.655,122.49,0.572,0.0901,0.392,0.0344,3.41e-06
0.7,101.875,0.85,0.244,0.724,0.0478,1.66e-06
0.807,174.06,0.622,0.306,0.892,0.408,0.0
0.697,122.746,0.613,0.332,0.476,0.133,0.0
0.648,125.035,0.869,0.126,0.9,0.0633,2.17e-05
0.843,117.662,0.529,0.0608,0.188,0.0616,0.000827
0.832,107.657,0.794,0.203,0.871,0.0407,1.14e-05
0.954,128.016,0.627,0.292,0.312,0.0425,0.000814
0.853,108.016,0.731,0.268,0.605,0.0363,0.0
0.842,111.038,0.625,0.181,0.26,0.0376,2.12e-05
0.842,132.032,0.706,0.0688,0.861,0.0417,0.0
0.928,172.656,0.614,0.0845,0.879,0.0516,0.00104
0.741,107.075,0.956,0.0615,0.911,0.124,0.0
0.675,107.064,0.684,0.242,0.924,0.0257,0.0
0.879,129.991,0.812,0.365,0.962,0.0397,0.224
0.711,110.621,0.975,0.0799,0.815,0.0632,0.000552
0.772,128.168,0.766,0.183,0.919,0.0353,0.0584
0.535,103.644,0.707,0.0884,0.641,0.0436,0.00615
0.833,95.487,0.715,0.164,0.612,0.108,0.0
0.821,118.881,0.878,0.183,0.947,0.089,0.0461
0.862,128.036,0.498,0.352,0.469,0.0588,0.00918
0.857,119.975,0.56,0.381,0.432,0.0384,0.0
0.495,104.409,0.737,0.0542,0.967,0.027,9.12e-06
0.699,122.987,0.811,0.148,0.733,0.114,1.38e-06
0.954,178.043,0.425,0.0555,0.933,0.0476,0.0
0.599,119.993,0.853,0.0759,0.843,0.0411,7.93e-06
0.931,113.026,0.753,0.234,0.767,0.0653,0.00696
0.837,126.342,0.597,0.839,0.447,0.375,0.00115
0.713,115.443,0.784,0.0904,0.97,0.0339,0.14
0.985,127.99,0.801,0.297,0.72,0.0647,6.86e-06
0.271,111.485,0.898,0.0461,0.742,0.091,0.00138
0.876,129.884,0.666,0.259,0.552,0.0414,0.0
0.76,129.996,0.702,0.132,0.696,0.0684,0.0
0.81,126.052,0.572,0.13,0.11,0.0558,6.53e-06
0.781,119.977,0.751,0.036,0.814,0.0862,0.0
0.952,122.093,0.398,0.1,0.584,0.061,7.75e-05
0.534,108.17,0.877,0.0441,0.89,0.15,1.67e-05
0.838,100.021,0.832,0.152,0.965,0.0421,0.0
0.868,131.468,0.704,0.206,0.808,0.0315,0.0
0.662,124.149,0.729,0.305,0.359,0.337,0.208
0.937,132.067,0.727,0.091,0.749,0.286,0.0
0.736,130.011,0.75,0.265,0.355,0.155,0.0
0.859,124.948,0.733,0.105,0.52,0.033,0.0645
0.786,96.987,0.808,0.0574,0.899,0.0447,0.0701
0.63,120.016,0.875,0.127,0.548,0.0994,2.47e-06
0.517,133.149,0.867,0.0864,0.862,0.088,0.000343
0.907,140.982,0.518,0.0838,0.961,0.0343,1.15e-05
0.936,131.986,0.729,0.0367,0.598,0.0776,0.000892
0.828,123.907,0.587,0.331,0.493,0.161,0.0
0.763,101.965,0.72,0.18,0.742,0.0523,0.0
0.748,125.896,0.503,0.343,0.356,0.0619,0.0
0.573,107.363,0.684,0.306,0.716,0.0261,0.028
0.805,127.808,0.69,0.095,0.799,0.0336,0.739
0.732,146.005,0.583,0.269,0.277,0.0459,9.57e-06
0.792,116.012,0.979,0.102,0.583,0.0388,7.71e-06
0.556,138.978,0.531,0.318,0.156,0.0252,0.00915
0.663,146.053,0.634,0.102,0.6,0.0331,0.124
0.394,96.192,0.421,0.0984,0.399,0.0277,4.74e-06
0.546,104.996,0.742,0.115,0.868,0.0315,0.38
0.486,163.9,0.687,0.115,0.792,0.0579,0.126
0.529,75.515,0.551,0.178,0.521,0.0517,0.0093
0.0867,129.989,0.696,0.108,0.349,0.0418,0.922
0.351,87.057,0.665,0.109,0.451,0.0276,0.819
0.585,102.331,0.75,0.155,0.584,0.0285,0.00552
0.286,71.123,0.587,0.214,0.302,0.0315,0.0288
0.382,155.901,0.541,0.304,0.343,0.035,0.000836
0.864,105.143,0.556,0.209,0.4,0.0584,0.0
0.872,184.115,0.466,0.121,0.806,0.0336,0.0
0.62,117.038,0.741,0.0398,0.934,0.0412,0.000809
0.568,107.849,0.614,0.0997,0.516,0.0276,0.0
0.532,85.03,0.548,0.217,0.405,0.0323,0.000263
0.767,96.483,0.592,0.127,0.328,0.027,0.00165
0.715,155.925,0.315,0.0942,0.497,0.0362,7.97e-06
0.713,74.989,0.645,0.113,0.566,0.0393,0.0
0.795,123.229,0.458,0.0756,0.513,0.0574,0.000202
0.935,120.092,0.627,0.147,0.287,0.0324,0.0
0.87,164.057,0.28,0.101,0.284,0.0592,0.00608
0.865,100.016,0.58,0.106,0.587,0.0313,0.0
0.941,119.783,0.502,0.553,0.124,0.0716,0.319
0.972,110.006,0.585,0.0707,0.585,0.0534,0.0
0.881,158.066,0.413,0.0805,0.364,0.0367,0.000308
0.808,117.971,0.493,0.0983,0.38,0.0362,0.0
0.742,159.779,0.268,0.626,0.416,0.0355,0.0
0.839,94.015,0.517,0.108,0.416,0.0287,0.000365
0.637,80.401,0.514,0.389,0.18,0.0363,2.27e-06
0.796,169.835,0.289,0.202,0.33,0.0494,2.61e-05
0.717,88.969,0.595,0.108,0.547,0.0295,0.00274
0.442,81.201,0.513,0.0878,0.243,0.0343,0.000838
0.911,108.0,0.615,0.0908,0.685,0.0278,0.00188
0.938,91.455,0.618,0.167,0.875,0.0456,0.0
0.684,77.15,0.36,0.34,0.2,0.0308,0.0
0.901,113.967,0.621,0.0875,0.744,0.0302,0.0
0.595,129.786,0.519,0.0762,0.237,0.0283,0.0
0.849,156.036,0.636,0.372,0.917,0.106,0.0
0.9,104.655,0.427,0.119,0.599,0.0499,1.75e-05
0.921,120.0,0.668,0.0877,0.782,0.0439,0.00517
0.944,105.338,0.394,0.298,0.265,0.0761,4.54e-06
0.652,173.008,0.274,0.108,0.1,0.0625,6.42e-05
0.905,128.019,0.602,0.117,0.411,0.0775,0.064
0.715,137.028,0.276,0.201,0.173,0.0432,0.000417
0.913,96.184,0.556,0.346,0.73,0.0437,8.59e-06
0.839,143.969,0.572,0.522,0.465,0.0377,0.00976
0.588,144.636,0.424,0.298,0.193,0.0278,4.95e-06
0.939,106.031,0.644,0.233,0.861,0.0456,0.0
0.486,119.955,0.556,0.164,0.243,0.0329,1.45e-06
0.842,100.127,0.297,0.0848,0.586,0.0488,9.1e-06
0.796,105.991,0.6,0.484,0.75,0.0275,5.2e-05
0.663,104.561,0.277,0.136,0.527,0.0377,0.00051
0.645,89.518,0.552,0.0424,0.588,0.0268,1.38e-06
0.584,170.411,0.509,0.384,0.685,0.057,9.96e-05
0.94,151.417,0.437,0.222,0.48,0.0426,0.000573
0.97,122.444,0.451,0.102,0.198,0.107,0.00355
0.945,91.906,0.51,0.0413,0.323,0.0804,4.8e-06
0.862,98.021,0.511,0.0939,0.361,0.0659,1.86e-06
0.812,82.002,0.417,0.189,0.419,0.0332,2.11e-05
0.872,184.115,0.466,0.121,0.806,0.0336,0.0
0.866,109.825,0.308,0.232,0.227,0.059,0.00141
0.964,140.817,0.445,0.0773,0.448,0.282,0.0132
0.908,114.816,0.415,0.082,0.437,0.0765,0.0345
0.836,105.173,0.543,0.153,0.56,0.0353,0.431
0.908,159.756,0.285,0.311,0.669,0.0705,0.00909
0.704,118.242,0.43,0.0933,0.703,0.0804,0.00221
0.934,127.066,0.417,0.132,0.287,0.119,0.0015
0.891,92.049,0.283,0.159,0.226,0.178,0.0038
0.695,102.178,0.437,0.124,0.413,0.0617,0.0857
0.763,148.366,0.365,0.0865,0.342,0.0591,0.000457
0.908,114.816,0.415,0.082,0.437,0.0765,0.0345
0.982,143.772,0.354,0.204,0.194,0.168,0.000294
0.828,123.257,0.577,0.0581,0.604,0.0298,0.0114
0.916,118.004,0.58,0.126,0.683,0.0387,0.0259
0.898,103.299,0.353,0.39,0.525,0.052,0.105
0.963,125.033,0.59,0.0781,0.586,0.0676,0.000105
0.949,129.984,0.554,0.2,0.233,0.0787,9.98e-05
0.781,71.841,0.443,0.166,0.372,0.0377,0.205
0.714,107.441,0.567,0.186,0.191,0.0302,0.417
0.776,77.987,0.585,0.3,0.427,0.0459,7.74e-06
0.954,143.85,0.465,0.573,0.458,0.044,5.38e-06
0.849,162.152,0.643,0.058,0.903,0.0526,0.0
0.691,100.008,0.718,0.0627,0.552,0.0387,0.0
0.887,119.974,0.606,0.337,0.903,0.0598,0.0
0.75,118.015,0.774,0.0808,0.927,0.0412,1.78e-05
0.906,172.977,0.517,0.113,0.731,0.0735,9.26e-06
0.883,93.41,0.45,0.293,0.328,0.0524,0.0
0.9,149.937,0.487,0.358,0.484,0.0482,0.0
0.406,151.95,0.457,0.117,0.208,0.0291,0.0
0.936,170.229,0.414,0.369,0.74,0.0758,0.0
0.939,177.751,0.494,0.139,0.893,0.126,0.0
0.893,104.031,0.61,0.021,0.673,0.0921,4.41e-05
0.923,136.01,0.602,0.0561,0.765,0.044,0.0
0.83,170.094,0.569,0.114,0.609,0.14,0.0
0.897,148.708,0.434,0.612,0.685,0.0488,0.0
0.814,104.98,0.546,0.0972,0.146,0.0314,0.0
0.943,94.612,0.331,0.242,0.296,0.0698,2.06e-06
0.926,149.976,0.578,0.14,0.877,0.0548,0.0127
0.781,110.024,0.655,0.0867,0.584,0.034,5.33e-06
0.682,167.06,0.496,0.0589,0.474,0.0294,2.94e-05
0.988,186.113,0.38,0.368,0.769,0.0639,7.86e-05
0.823,87.904,0.693,0.328,0.741,0.0726,0.0
0.563,137.715,0.452,0.143,0.209,0.0272,0.0
0.744,119.921,0.628,0.313,0.277,0.0379,0.0
0.946,103.408,0.494,0.398,0.741,0.0637,0.0
0.904,173.734,0.486,0.0947,0.786,0.0638,2.83e-05
0.932,92.956,0.545,0.127,0.464,0.0399,0.0
0.873,143.519,0.308,0.0974,0.686,0.0533,0.000729
0.892,154.844,0.46,0.106,0.59,0.0619,0.0
0.857,111.647,0.463,0.184,0.856,0.0632,0.0
0.914,196.482,0.403,0.065,0.626,0.142,0.0
0.951,157.663,0.391,0.0878,0.468,0.0688,0.000446
0.705,138.559,0.818,0.613,0.772,0.177,0.00233
0.94,179.722,0.21,0.269,0.255,0.123,0.0
0.87,164.057,0.28,0.101,0.284,0.0592,0.00608
0.818,119.965,0.695,0.0219,0.916,0.0334,4.87e-06
0.96,125.921,0.356,0.209,0.0857,0.104,0.0
0.883,122.252,0.467,0.125,0.309,0.106,0.000152
0.986,165.981,0.411,0.371,0.649,0.0583,0.00148
0.796,169.835,0.289,0.202,0.33,0.0494,2.61e-05
0.886,145.781,0.202,0.643,0.192,0.0816,0.0
0.928,95.594,0.579,0.18,0.882,0.0411,0.0
0.842,162.011,0.494,0.122,0.574,0.0843,0.0
0.961,114.451,0.621,0.0854,0.449,0.154,0.0
0.959,193.144,0.409,0.0766,0.83,0.0869,0.0
0.827,167.086,0.29,0.301,0.45,0.0362,2.55e-06
0.775,136.02,0.52,0.364,0.383,0.0348,0.0
0.965,112.363,0.403,0.341,0.431,0.0964,0.000276
0.925,159.989,0.472,0.0826,0.338,0.15,0.000528
0.422,112.751,0.756,0.0368,0.487,0.0292,0.00183
0.214,67.531,0.332,0.0839,0.11,0.0349,5.62e-06
0.498,116.262,0.581,0.132,0.111,0.0276,0.0
0.428,149.705,0.641,0.0579,0.53,0.024,0.0
0.519,140.054,0.546,0.24,0.247,0.0291,0.00046
0.652,80.61,0.52,0.256,0.722,0.0274,6.14e-05
0.402,119.873,0.651,0.0765,0.258,0.028,7.73e-05
0.317,131.783,0.509,0.0878,0.247,0.0305,5.28e-05
0.381,121.948,0.476,0.0614,0.33,0.0342,0.0
0.264,99.304,0.636,0.275,0.264,0.0263,4.22e-05
0.249,82.803,0.418,0.112,0.213,0.0301,0.661
0.74,118.01,0.593,0.102,0.501,0.0339,2.14e-05
0.64,101.991,0.691,0.2,0.452,0.0384,5.24e-06
0.533,131.745,0.584,0.306,0.224,0.0305,0.0
0.65,129.993,0.727,0.111,0.668,0.0337,0.0
0.588,94.519,0.686,0.0954,0.617,0.0554,0.0
0.72,79.983,0.508,0.0563,0.472,0.0628,0.0
0.612,86.768,0.536,0.209,0.57,0.272,0.0
0.438,87.903,0.384,0.101,0.287,0.0362,0.0
0.467,119.919,0.615,0.099,0.177,0.0327,0.0
0.825,94.931,0.56,0.161,0.268,0.0379,0.0
0.602,94.382,0.805,0.0581,0.744,0.0579,0.000122
0.512,128.019,0.634,0.0588,0.193,0.0285,3.91e-06
0.479,81.998,0.675,0.088,0.454,0.0278,1.76e-05
0.678,138.009,0.713,0.149,0.734,0.102,0.0
0.859,65.043,0.728,0.111,0.535,0.137,0.0
0.629,93.985,0.657,0.254,0.726,0.0782,0.0
0.467,138.007,0.845,0.0694,0.702,0.138,0.0
0.621,140.036,0.583,0.181,0.399,0.0479,0.00106
0.68,132.012,0.727,0.0821,0.728,0.0286,0.0
0.925,86.989,0.749,0.52,0.641,0.227,0.0
0.73,93.867,0.637,0.0981,0.731,0.0877,0.0
0.932,129.473,0.522,0.177,0.33,0.255,0.0
0.622,74.267,0.328,0.104,0.401,0.0866,0.0
0.422,74.375,0.692,0.0848,0.468,0.0333,0.0
0.549,90.04,0.644,0.134,0.167,0.0285,8.85e-06
0.479,184.374,0.656,0.168,0.708,0.0348,0.00272
0.768,80.063,0.78,0.518,0.507,0.238,2.34e-06
0.656,104.036,0.638,0.146,0.225,0.0357,0.0
0.476,139.987,0.84,0.0865,0.767,0.0629,0.0
0.614,136.628,0.553,0.0811,0.345,0.0306,0.0
0.596,93.135,0.569,0.205,0.754,0.172,7.92e-05
0.565,101.967,0.78,0.063,0.365,0.0306,0.00269
0.306,118.068,0.65,0.0707,0.605,0.0393,7.07e-06
0.661,130.009,0.762,0.256,0.769,0.0687,0.0
0.606,97.785,0.596,0.0863,0.886,0.0255,0.000327
0.834,118.222,0.249,0.0924,0.337,0.0574,9.69e-05
0.752,120.47,0.422,0.129,0.404,0.0449,0.000119
0.247,140.232,0.467,0.157,0.258,0.0314,0.0157
0.5,117.896,0.664,0.0966,0.801,0.0651,0.0
0.638,144.458,0.486,0.078,0.178,0.0323,0.0
0.122,148.658,0.264,0.094,0.0735,0.0349,0.349
0.485,95.968,0.753,0.192,0.547,0.035,0.00104
0.561,115.011,0.598,0.196,0.231,0.0376,0.0417
0.324,141.8,0.733,0.067,0.388,0.033,0.0
0.22,129.9,0.702,0.0891,0.197,0.0403,0.0
0.467,157.338,0.413,0.0711,0.377,0.0292,0.0111
0.378,120.133,0.662,0.121,0.207,0.0361,6.84e-06
0.216,79.109,0.555,0.109,0.504,0.0721,0.00416
0.291,83.943,0.388,0.0874,0.51,0.0421,1.93e-05
0.363,121.412,0.531,0.112,0.259,0.0608,0.0
0.187,132.679,0.303,0.102,0.212,0.0356,0.499
0.551,148.035,0.527,0.403,0.443,0.0345,2.75e-06
0.186,110.044,0.6,0.104,0.468,0.0317,0.00102
0.439,122.877,0.586,0.117,0.365,0.0346,0.0
0.417,87.003,0.654,0.831,0.649,0.0387,0.0
0.731,101.654,0.483,0.151,0.484,0.0381,0.0
0.731,94.009,0.656,0.397,0.376,0.0278,0.00111
0.624,170.076,0.505,0.314,0.413,0.0373,1.06e-05
0.452,108.953,0.413,0.332,0.102,0.0308,0.0413
0.864,99.995,0.637,0.222,0.706,0.0468,0.0
0.413,94.938,0.494,0.193,0.273,0.0254,6.72e-05
0.331,95.015,0.611,0.117,0.559,0.028,0.000276
0.312,128.094,0.681,0.0935,0.789,0.0452,0.000619
0.316,127.823,0.625,0.194,0.452,0.0815,0.238
0.399,171.402,0.537,0.109,0.832,0.0269,0.0546
0.533,130.398,0.687,0.0844,0.814,0.0314,6.43e-05
0.507,123.188,0.653,0.155,0.831,0.0534,0.0147
0.331,95.015,0.611,0.117,0.559,0.028,0.000276
0.309,82.789,0.583,0.11,0.473,0.045,0.207
0.748,119.965,0.868,0.252,0.829,0.0951,3.93e-06
0.611,100.024,0.854,0.119,0.417,0.0864,0.0
0.128,109.986,0.522,0.0941,0.124,0.0357,0.026
0.235,118.917,0.498,0.144,0.0895,0.188,0.0
